CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
787774739,62,BROOKLYN,1/1/2017,13:00:00,6/25/2018,13:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,6/25/2018,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,982411,162413,40.61247057,-74.00662501,"(40.61247057, -74.006625011)"
642770671,46,BRONX,1/1/2017,0:00:00,5/31/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESTAURANT/DINER,6/25/2018,,,,,,UNKNOWN,UNKNOWN,D,1009891,249195,40.85062872,-73.90731898,"(40.85062872, -73.907318975)"
817558514,113,QUEENS,1/1/2017,0:01:00,11/22/2017,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO QUEENS SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,6/20/2018,,UNKNOWN,UNKNOWN,U,,<18,BLACK,F,1046367,186986,40.67970041,-73.77604737,"(40.679700408, -73.776047368)"
514189520,102,QUEENS,1/1/2017,10:00:00,4/19/2018,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS SOUTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,6/1/2018,,UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,M,1022079,191689,40.69274617,-73.86358773,"(40.692746167, -73.863587732)"
939001840,1,MANHATTAN,1/1/2017,4:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,5/31/2018,,25-44,WHITE,M,,25-44,ASIAN/PAC.ISL,F,982285,201682,40.72025522,-74.00709028,"(40.720255223, -74.00709028)"
445380651,67,BROOKLYN,1/1/2017,0:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO BKLYN SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,5/22/2018,,,,,,25-44,BLACK,M,998965,175755,40.64907952,-73.94697299,"(40.649079515, -73.94697299)"
195266865,19,MANHATTAN,1/1/2017,7:00:00,1/1/2017,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,5/4/2018,,UNKNOWN,BLACK,M,,25-44,BLACK,F,994168,218448,40.76626837,-73.96419706,"(40.766268372, -73.964197061)"
439486308,103,QUEENS,1/1/2017,0:01:00,6/10/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO QUEENS SOUTH,177,SEXUAL ABUSE,RESIDENCE-HOUSE,4/23/2018,,45-64,ASIAN/PAC.ISL,M,,<18,ASIAN/PAC.ISL,F,1041749,196938,40.70704748,-73.7926119,"(40.707047475, -73.792611904)"
657068189,109,QUEENS,1/1/2017,0:00:00,2/6/2018,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,407,"LARCENY,GRAND BY DISHONEST EMP",RESTAURANT/DINER,4/17/2018,,25-44,ASIAN/PAC.ISL,M,,UNKNOWN,UNKNOWN,D,1037747,217443,40.76335362,-73.80688337,"(40.763353616, -73.806883374)"
329003862,34,MANHATTAN,1/1/2017,9:00:00,4/15/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,4/15/2018,,,,,,UNKNOWN,UNKNOWN,E,1001944,250753,40.85492447,-73.93604024,"(40.854924467, -73.936040238)"
110546453,34,MANHATTAN,1/1/2017,9:00:00,4/15/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,REAR OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE - APT. HOUSE,4/15/2018,,,,,,UNKNOWN,UNKNOWN,D,1001864,251195,40.85613779,-73.93632827,"(40.856137785, -73.936328266)"
495094471,70,BROOKLYN,1/1/2017,9:00:00,4/10/2018,13:18:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101,ASSAULT 3,RESIDENCE-HOUSE,4/11/2018,,25-44,WHITE,F,,25-44,WHITE,M,995679,162130,40.61168662,-73.95883782,"(40.611686615, -73.958837819)"
522690967,105,QUEENS,1/1/2017,0:01:00,4/10/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO QUEENS SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,4/11/2018,,UNKNOWN,UNKNOWN,U,,65+,BLACK,M,1055071,195918,40.70415123,-73.74457259,"(40.704151229, -73.744572591)"
793763055,42,BRONX,1/1/2017,0:01:00,3/25/2018,17:00:00,COMPLETED,,5178,2,N.Y. HOUSING POLICE,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BRONX,164,SODOMY 3,RESIDENCE - PUBLIC HOUSING,4/9/2018,,45-64,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,F,1008798,238971,40.82256992,-73.91130717,"(40.822569916, -73.911307169)"
867602729,33,MANHATTAN,1/1/2017,8:00:00,1/29/2018,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,113,"MENACING,UNCLASSIFIED",OTHER,4/5/2018,,45-64,BLACK HISPANIC,M,,45-64,WHITE HISPANIC,M,1000415,243837,40.83594501,-73.94158402,"(40.835945011, -73.941584018)"
879351413,25,MANHATTAN,1/1/2017,0:00:00,7/1/2017,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,4/5/2018,,18-24,WHITE HISPANIC,F,,<18,BLACK HISPANIC,M,1000555,230994,40.80069433,-73.94110929,"(40.800694331, -73.941109286)"
640640212,42,BRONX,1/1/2017,0:00:00,4/4/2018,23:59:00,COMPLETED,WEBSTER,865,2,N.Y. HOUSING POLICE,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BRONX,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE - PUBLIC HOUSING,4/5/2018,,,,,,<18,BLACK,M,1008798,238971,40.82256992,-73.91130717,"(40.822569916, -73.911307169)"
353878161,77,BROOKLYN,1/1/2017,0:00:00,1/1/2018,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,4/4/2018,,UNKNOWN,UNKNOWN,M,,<18,BLACK,F,1003606,185050,40.67458331,-73.93022154,"(40.674583308, -73.930221541)"
871542276,77,BROOKLYN,1/1/2017,10:00:00,4/3/2018,15:00:00,COMPLETED,,365,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,4/3/2018,,UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,F,1004448,185438,40.6756464,-73.9271849,"(40.675646399, -73.927184904)"
827070087,100,QUEENS,1/1/2017,0:01:00,3/30/2018,7:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO QUEENS SOUTH,168,SODOMY 1,RESIDENCE-HOUSE,4/3/2018,,45-64,BLACK,M,,18-24,WHITE HISPANIC,F,1035212,152992,40.58646553,-73.81652172,"(40.586465529, -73.816521723)"
510185409,104,QUEENS,1/1/2017,12:00:00,3/9/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,407,"LARCENY,GRAND BY DISHONEST EMP",COMMERCIAL BUILDING,4/2/2018,,45-64,BLACK,M,,UNKNOWN,UNKNOWN,D,1011756,201700,40.72026209,-73.90077218,"(40.72026209, -73.900772178)"
726837902,102,QUEENS,1/1/2017,9:00:00,12/31/2017,9:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,3/29/2018,,UNKNOWN,UNKNOWN,U,,25-44,ASIAN/PAC.ISL,M,1032643,190329,40.68896183,-73.82550316,"(40.688961829, -73.825503155)"
854162479,109,QUEENS,1/1/2017,12:00:00,3/15/2018,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,3/28/2018,,,,,,45-64,WHITE HISPANIC,M,1034261,226040,40.78697049,-73.81940342,"(40.786970486, -73.819403418)"
774890521,25,MANHATTAN,1/1/2017,0:01:00,3/29/2018,0:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN NORTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",OTHER,3/28/2018,,,,,,<18,UNKNOWN,F,1000555,230994,40.80069433,-73.94110929,"(40.800694331, -73.941109286)"
226233520,102,QUEENS,1/1/2017,0:01:00,3/26/2018,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO QUEENS SOUTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE-HOUSE,3/26/2018,,,,,,<18,WHITE HISPANIC,F,1030954,193887,40.69873677,-73.83156877,"(40.698736773, -73.831568765)"
551765851,70,BROOKLYN,1/1/2017,12:00:00,6/15/2017,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE-HOUSE,3/25/2018,,,,,,65+,WHITE,F,998652,166249,40.62298808,-73.94812124,"(40.622988083, -73.948121236)"
820933647,33,MANHATTAN,1/1/2017,1:00:00,1/1/2018,1:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN NORTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE - APT. HOUSE,3/25/2018,,18-24,BLACK HISPANIC,M,,<18,WHITE HISPANIC,F,1001936,245282,40.8399082,-73.93608359,"(40.839908201, -73.936083587)"
398139391,9,MANHATTAN,1/1/2017,0:01:00,2/13/2018,22:16:00,ATTEMPTED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,3/22/2018,,UNKNOWN,UNKNOWN,M,,<18,BLACK,M,987624,203977,40.72655402,-73.98782843,"(40.726554019, -73.987828427)"
659163825,9,MANHATTAN,1/1/2017,0:00:00,3/22/2018,9:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO MAN SOUTH,639,AGGRAVATED HARASSMENT 2,DRY CLEANER/LAUNDRY,3/22/2018,,45-64,WHITE,M,,25-44,UNKNOWN,F,990006,204430,40.72779617,-73.97923405,"(40.727796166, -73.979234047)"
167074854,81,BROOKLYN,1/1/2017,20:00:00,3/19/2018,14:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,REAR OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE-HOUSE,3/20/2018,,,,,,UNKNOWN,BLACK,F,1002742,190424,40.68933556,-73.93332158,"(40.689335561, -73.933321581)"
821760742,113,QUEENS,1/1/2017,0:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO QUEENS SOUTH,153,RAPE 3,RESIDENCE - APT. HOUSE,3/14/2018,,UNKNOWN,UNKNOWN,U,,<18,BLACK,F,1046367,186986,40.67970041,-73.77604737,"(40.679700408, -73.776047368)"
748651165,109,QUEENS,1/1/2017,0:00:00,3/10/2018,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",RESIDENCE-HOUSE,3/14/2018,,,,,,25-44,WHITE HISPANIC,M,1031377,217997,40.76491045,-73.8298744,"(40.764910451, -73.829874402)"
451199919,81,BROOKLYN,1/1/2017,0:01:00,2/22/2018,15:45:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,681,"CHILD, ENDANGERING WELFARE",RESIDENCE-HOUSE,3/12/2018,,,,,,<18,WHITE,M,1005218,190528,40.6896155,-73.92439311,"(40.689615497, -73.924393112)"
567035453,75,BROOKLYN,1/1/2017,0:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STORE UNCLASSIFIED,3/7/2018,,UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1014800,184408,40.67278961,-73.88986924,"(40.672789611, -73.889869235)"
255689798,13,MANHATTAN,1/1/2017,0:01:00,2/8/2018,0:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,3/6/2018,,,,,,25-44,BLACK,F,990345,205617,40.73105396,-73.97800988,"(40.731053964, -73.978009875)"
143179533,42,BRONX,1/1/2017,11:00:00,2/28/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2/28/2018,,45-64,BLACK,M,,45-64,BLACK,M,1011898,242507,40.83226606,-73.90009201,"(40.832266063, -73.900092009)"
103754523,75,BROOKLYN,1/1/2017,0:00:00,1/31/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,2/27/2018,,,,,,<18,UNKNOWN,F,1017141,183798,40.67110691,-73.88143296,"(40.671106911, -73.881432957)"
357144668,106,QUEENS,1/1/2017,0:01:00,2/21/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO QUEENS SOUTH,168,SODOMY 1,RESIDENCE-HOUSE,2/24/2018,,,,,,<18,ASIAN/PAC.ISL,F,1028713,187853,40.6821864,-73.83969048,"(40.682186401, -73.839690483)"
322443461,30,MANHATTAN,1/1/2017,12:23:00,2/23/2018,12:23:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",OTHER,2/23/2018,,,,,,45-64,BLACK,F,996334,239155,40.82310079,-73.95634046,"(40.823100787, -73.956340456)"
787560871,49,BRONX,1/1/2017,0:00:00,9/25/2017,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2/23/2018,,25-44,UNKNOWN,F,,25-44,WHITE HISPANIC,F,1026353,252993,40.86098993,-73.84779134,"(40.860989931, -73.847791337)"
514135533,13,MANHATTAN,1/1/2017,6:00:00,1/1/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE - APT. HOUSE,2/21/2018,,45-64,WHITE,F,,UNKNOWN,UNKNOWN,D,987368,207722,40.73683322,-73.98875031,"(40.736833222, -73.988750312)"
171151132,70,BROOKLYN,1/1/2017,0:10:00,2/20/2018,2:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN SOUTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2/21/2018,,25-44,BLACK,F,,45-64,UNKNOWN,M,994268,176523,40.65119407,-73.96389843,"(40.651194067, -73.963898429)"
871754112,9,MANHATTAN,1/1/2017,17:00:00,2/15/2018,17:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2/16/2018,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,987590,205050,40.72949916,-73.98795056,"(40.729499157, -73.987950564)"
863522840,18,MANHATTAN,1/1/2017,14:00:00,12/15/2017,9:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,407,"LARCENY,GRAND BY DISHONEST EMP",COMMERCIAL BUILDING,2/16/2018,,UNKNOWN,BLACK,M,,UNKNOWN,UNKNOWN,D,989280,216347,40.7605058,-73.98184451,"(40.760505799, -73.981844513)"
324684570,105,QUEENS,1/1/2017,1:30:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STORE UNCLASSIFIED,2/16/2018,,UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,1056789,197531,40.7085646,-73.73835897,"(40.708564598, -73.738358971)"
109650069,111,QUEENS,1/1/2017,0:01:00,2/14/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO QUEENS NORTH,157,RAPE 1,RESIDENCE-HOUSE,2/14/2018,,65+,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1048565,216315,40.76018548,-73.76784259,"(40.760185479, -73.767842585)"
642472081,115,QUEENS,1/1/2017,0:01:00,2/9/2018,19:22:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO QUEENS NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,2/9/2018,,25-44,UNKNOWN,M,,25-44,WHITE HISPANIC,M,1013802,215336,40.75768291,-73.89333124,"(40.75768291, -73.893331238)"
299023272,88,BROOKLYN,1/1/2017,0:01:00,2/8/2018,0:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO BKLYN NORTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",RESIDENCE - APT. HOUSE,2/8/2018,,,,,,UNKNOWN,UNKNOWN,E,991764,190123,40.68852551,-73.97290722,"(40.688525512, -73.972907222)"
854607601,73,BROOKLYN,1/1/2017,7:00:00,2/6/2018,18:20:00,COMPLETED,VAN DYKE I,415,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,2/6/2018,,UNKNOWN,BLACK,F,,25-44,BLACK,F,1010363,182581,40.66778911,-73.90587161,"(40.667789106, -73.905871605)"
638348648,122,STATEN ISLAND,1/1/2017,0:01:00,1/7/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO STATEN ISLAND,407,"LARCENY,GRAND BY DISHONEST EMP",BAR/NIGHT CLUB,2/6/2018,,,,,,UNKNOWN,UNKNOWN,D,943519,136689,40.54176991,-74.14654812,"(40.541769909, -74.146548118)"
178262076,104,QUEENS,1/1/2017,0:01:00,2/1/2018,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1008256,201258,40.7190591,-73.91340017,"(40.719059097, -73.913400172)"
552441049,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1007330,198471,40.71141191,-73.91675025,"(40.711411914, -73.916750254)"
511699212,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1013468,193252,40.69706885,-73.89463272,"(40.697068854, -73.894632717)"
925560971,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1008296,199807,40.71507634,-73.91326105,"(40.715076342, -73.913261054)"
211225481,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1008025,199572,40.71443206,-73.91423945,"(40.714432055, -73.914239454)"
244638122,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1008832,201467,40.71963117,-73.9113215,"(40.719631169, -73.911321498)"
557184743,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1009293,200801,40.71780187,-73.90966091,"(40.717801867, -73.909660912)"
521450383,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1011840,193133,40.69674745,-73.90050425,"(40.696747452, -73.900504248)"
958559801,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1012739,193868,40.69876201,-73.8972591,"(40.698762007, -73.897259098)"
568672357,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1009667,201067,40.71853091,-73.90831074,"(40.718530907, -73.908310735)"
256335363,104,QUEENS,1/1/2017,0:01:00,2/2/2018,23:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2/2/2018,,,,,,UNKNOWN,UNKNOWN,E,1007766,201077,40.71856361,-73.91516847,"(40.718563611, -73.91516847)"
280779690,115,QUEENS,1/1/2017,0:00:00,5/31/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO QUEENS NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,2/2/2018,,,,,,<18,WHITE HISPANIC,F,1018699,215043,40.75686098,-73.87565666,"(40.756860977, -73.875656664)"
